NAME,B01003_001E,B19013_001E,B25064_001E,B25077_001E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B23025_003E,B23025_005E,state,county,tract
"Census Tract 4078, Alameda County, California",2763,75781,909,380500,334,171,30,65,1528,147,06,001,407800
"Census Tract 4080, Alameda County, California",2807,139706,2799,686100,580,445,160,130,1545,130,06,001,408000
"Census Tract 4082, Alameda County, California",4132,49474,1170,345600,657,236,95,43,2379,233,06,001,408200
"Census Tract 4099, Alameda County, California",3410,90625,1384,586500,700,353,130,168,1793,173,06,001,409900
"Census Tract 4202, Alameda County, California",3278,82206,1425,714600,739,385,78,265,1859,165,06,001,420200
"Census Tract 4205, Alameda County, California",2364,80404,1489,607600,511,317,72,102,1339,130,06,001,420500
"Census Tract 4216, Alameda County, California",3516,118587,1649,934900,911,838,293,415,1965,93,06,001,421600
"Census Tract 4219, Alameda County, California",3793,91346,1428,607200,1137,736,137,188,2212,137,06,001,421900
"Census Tract 4222, Alameda County, California",3477,65533,1304,599300,972,567,96,146,2323,112,06,001,422200
"Census Tract 4357, Alameda County, California",4749,74306,1429,367800,407,79,31,3,2423,341,06,001,435700
"Census Tract 4361, Alameda County, California",6231,72266,1066,353400,753,120,8,59,3444,418,06,001,436100
"Census Tract 4382.04, Alameda County, California",5355,59648,1685,158200,709,289,24,18,2970,215,06,001,438204
"Census Tract 4403.33, Alameda County, California",2801,106964,2042,628300,650,223,26,27,1595,103,06,001,440333
"Census Tract 4403.34, Alameda County, California",4667,112292,1905,486600,934,97,48,18,2448,175,06,001,440334
"Census Tract 4403.35, Alameda County, California",6998,115962,1728,636500,1649,733,45,185,4042,337,06,001,440335
"Census Tract 4403.36, Alameda County, California",5198,77054,1627,464300,933,311,33,12,2820,316,06,001,440336
"Census Tract 4415.23, Alameda County, California",4303,115110,1824,591300,967,809,55,167,2301,185,06,001,441523
"Census Tract 4415.24, Alameda County, California",4371,150719,1828,658300,968,1025,68,72,2097,183,06,001,441524
"Census Tract 4419.24, Alameda County, California",7769,111442,1788,541600,1904,1202,122,80,4435,587,06,001,441924
"Census Tract 4419.25, Alameda County, California",6138,102161,1844,288700,2085,1573,80,265,4051,182,06,001,441925
"Census Tract 4419.26, Alameda County, California",4573,76011,1475,529500,557,466,47,16,2367,38,06,001,441926
"Census Tract 4419.27, Alameda County, California",4312,92532,1818,490500,1185,804,52,98,2192,129,06,001,441927
"Census Tract 4423.01, Alameda County, California",4811,82256,1546,632900,769,456,41,82,2390,137,06,001,442301
"Census Tract 4426.01, Alameda County, California",3761,121719,1696,690000,795,225,89,150,2017,97,06,001,442601
"Census Tract 4426.02, Alameda County, California",4938,86020,1513,746400,736,320,29,144,2533,179,06,001,442602
"Census Tract 4431.04, Alameda County, California",5743,126827,1872,1004200,1042,1089,221,220,2702,264,06,001,443104
"Census Tract 4431.05, Alameda County, California",4452,155268,2806,982400,1298,850,130,96,2268,163,06,001,443105
"Census Tract 4423.02, Alameda County, California",5476,73871,1357,552500,1092,650,48,108,3058,338,06,001,442302
"Census Tract 4433.21, Alameda County, California",3469,106250,1602,435700,668,626,24,140,1872,118,06,001,443321
"Census Tract 4443.01, Alameda County, California",3984,90294,1468,549100,439,261,109,52,2027,112,06,001,444301
"Census Tract 4446.01, Alameda County, California",5037,100165,2228,501000,660,239,56,12,2477,246,06,001,444601
"Census Tract 4433.22, Alameda County, California",3372,144659,2233,789000,721,475,39,152,1525,61,06,001,443322
"Census Tract 4443.02, Alameda County, California",4610,72924,1383,538900,292,98,38,54,2400,146,06,001,444302
"Census Tract 4446.02, Alameda County, California",4341,103476,1763,423600,1010,383,139,91,2567,141,06,001,444602
"Census Tract 4501.02, Alameda County, California",7465,137543,1938,743000,1283,537,82,57,2124,56,06,001,450102
"Census Tract 4505.01, Alameda County, California",3496,120089,1848,543200,854,319,77,34,2057,85,06,001,450501
"Census Tract 4505.02, Alameda County, California",5176,142037,2217,745700,1400,542,104,75,2839,196,06,001,450502
"Census Tract 4507.44, Alameda County, California",5123,138393,2229,705400,1135,485,122,66,2601,107,06,001,450744
"Census Tract 4507.45, Alameda County, California",6207,163850,1713,719400,1311,947,96,369,3283,99,06,001,450745
"Census Tract 4501.01, Alameda County, California",4761,125238,2137,625000,1289,741,141,120,2857,80,06,001,450101
"Census Tract 4401, Alameda County, California",2529,66354,1898,353300,390,159,46,13,1254,99,06,001,440100
"Census Tract 4413.01, Alameda County, California",3173,114620,1988,784500,796,574,92,79,1813,87,06,001,441301
"Census Tract 4218, Alameda County, California",2143,99821,1456,777200,505,471,138,182,1150,55,06,001,421800
"Census Tract 4428, Alameda County, California",3056,94300,1958,551600,395,222,28,38,1505,106,06,001,442800
"Census Tract 4431.02, Alameda County, California",4983,158060,2750,978600,1171,967,155,160,2283,164,06,001,443102
"Census Tract 4432, Alameda County, California",3653,185625,2862,1383400,964,790,204,114,1861,102,06,001,443200
"Census Tract 4441, Alameda County, California",7595,91598,1569,573000,1137,481,0,79,3833,231,06,001,444100
"Census Tract 4445, Alameda County, California",6948,85379,1621,490900,1093,306,24,67,3815,243,06,001,444500
"Census Tract 4506.01, Alameda County, California",3548,121319,1726,1018600,896,512,188,94,1846,87,06,001,450601
"Census Tract 4507.41, Alameda County, California",5272,99412,1775,791100,889,448,41,64,2741,262,06,001,450741
"Census Tract 4511.01, Alameda County, California",6878,135375,2241,651500,1360,645,106,229,3837,279,06,001,451101
"Census Tract 4419.23, Alameda County, California",5839,66103,1552,433300,1316,872,56,81,2611,239,06,001,441923
"Census Tract 4517.04, Alameda County, California",4334,91099,1447,581800,746,344,32,140,2315,71,06,001,451704
"Census Tract 9819, Alameda County, California",23,95313,1469,-666666666,13,4,0,0,23,0,06,001,981900
"Census Tract 9820, Alameda County, California",69,138750,-666666666,384400,27,15,0,0,57,0,06,001,982000
"Census Tract 9832, Alameda County, California",600,134375,2760,421300,204,108,63,18,491,25,06,001,983200
"Census Tract 9900, Alameda County, California",0,-666666666,-666666666,-666666666,0,0,0,0,0,0,06,001,990000
"Census Tract 4234, Alameda County, California",5218,71506,1405,571200,1376,519,53,191,3139,451,06,001,423400
"Census Tract 4239.01, Alameda County, California",1982,61543,1019,639300,598,222,60,93,1265,89,06,001,423901
"Census Tract 4239.02, Alameda County, California",1447,85167,1645,814700,486,348,90,111,948,107,06,001,423902
"Census Tract 4272, Alameda County, California",4157,65096,1269,557700,818,238,92,50,2410,297,06,001,427200
"Census Tract 4285, Alameda County, California",3436,66250,1570,654300,847,313,66,130,1655,164,06,001,428500
"Census Tract 4304, Alameda County, California",2055,107143,,593300,431,222,69,25,1243,55,06,001,430400
"Census Tract 4311, Alameda County, California",3264,54440,1231,410400,376,62,31,16,2017,225,06,001,431100
"Census Tract 4335, Alameda County, California",4844,76656,1643,378700,415,259,0,0,2806,264,06,001,433500
"Census Tract 4339, Alameda County, California",7561,39604,1132,208300,447,168,59,0,3585,657,06,001,433900
"Census Tract 4251.02, Alameda County, California",3019,81577,2009,384100,1075,592,97,84,2321,130,06,001,425102
"Census Tract 4251.03, Alameda County, California",2817,95146,1920,412000,975,433,142,187,2067,89,06,001,425103
"Census Tract 4301.01, Alameda County, California",6971,129203,2533,668400,1556,652,245,229,3812,336,06,001,430101
"Census Tract 4301.02, Alameda County, California",2139,106250,1958,632000,597,236,58,68,1091,30,06,001,430102
"Census Tract 4251.04, Alameda County, California",3412,56654,1435,365200,877,413,178,111,2282,229,06,001,425104
"Census Tract 4287, Alameda County, California",4142,50577,1071,806000,785,184,134,16,1911,226,06,001,428700
"Census Tract 4325.01, Alameda County, California",4843,60530,1254,383300,458,90,27,18,2634,208,06,001,432501
"Census Tract 4424, Alameda County, California",6988,100656,1863,561600,873,607,43,75,4012,283,06,001,442400
"Census Tract 4442, Alameda County, California",6790,83684,1996,460900,694,204,41,25,3628,171,06,001,444200
"Census Tract 4506.04, Alameda County, California",5088,125313,1707,862500,1373,476,101,91,2650,112,06,001,450604
"Census Tract 4507.01, Alameda County, California",8518,191932,1821,1214400,2213,1236,225,191,3899,145,06,001,450701
"Census Tract 4358, Alameda County, California",5395,63012,1608,332400,566,117,20,0,3014,318,06,001,435800
"Census Tract 4359, Alameda County, California",5390,86154,1867,391500,725,201,33,9,2719,278,06,001,435900
"Census Tract 4365, Alameda County, California",4955,51875,1337,359200,755,140,28,16,2794,373,06,001,436500
"Census Tract 4367, Alameda County, California",3451,78578,1747,334100,522,86,23,12,1984,103,06,001,436700
"Census Tract 4325.02, Alameda County, California",4533,58110,1347,349000,677,52,24,27,2425,145,06,001,432502
"Census Tract 4331.03, Alameda County, California",4147,51808,1095,320700,274,137,15,0,2438,133,06,001,433103
"Census Tract 4331.04, Alameda County, California",3965,48096,1233,209500,678,324,16,41,2393,172,06,001,433104
"Census Tract 4351.03, Alameda County, California",6690,155052,2430,728000,1828,738,110,174,3543,81,06,001,435103
"Census Tract 4351.04, Alameda County, California",5462,52755,1484,343200,678,200,21,123,3005,267,06,001,435104
"Census Tract 4356.01, Alameda County, California",5611,44831,1305,256200,308,23,28,0,2811,336,06,001,435601
"Census Tract 4356.02, Alameda County, California",5460,56489,1324,331400,540,99,20,11,2541,268,06,001,435602
"Census Tract 4371.01, Alameda County, California",6910,101500,2034,451100,1381,292,24,86,3900,258,06,001,437101
"Census Tract 4371.02, Alameda County, California",4334,62682,1242,340300,510,112,26,50,2393,280,06,001,437102
"Census Tract 4377.01, Alameda County, California",3827,46336,1186,210000,149,32,0,5,1934,206,06,001,437701
"Census Tract 4377.02, Alameda County, California",5003,50225,1236,331400,218,8,0,6,2475,220,06,001,437702
"Census Tract 4382.03, Alameda County, California",4479,72031,1568,368800,487,55,0,82,2384,310,06,001,438203
"Census Tract 4015, Alameda County, California",2213,48490,997,341800,415,103,31,10,1427,139,06,001,401500
"Census Tract 4017, Alameda County, California",2806,72386,1198,368400,717,204,38,0,1801,120,06,001,401700
"Census Tract 4022, Alameda County, California",2452,41500,907,384100,298,124,25,2,1439,198,06,001,402200
"Census Tract 100, Alpine County, California",1131,52917,913,295000,112,50,10,38,457,49,06,003,010000
"Census Tract 5, Amador County, California",2905,61227,1040,265200,401,77,103,31,1547,399,06,005,000500
"Census Tract 2, Amador County, California",3948,60487,992,329400,512,188,38,0,1878,166,06,005,000200
"Census Tract 4.02, Amador County, California",4546,64560,1072,258300,639,104,49,33,1998,255,06,005,000402
"Census Tract 3.01, Amador County, California",5117,61577,1370,248900,230,79,26,11,616,84,06,005,000301
"Census Tract 4.01, Amador County, California",4353,45272,954,254300,499,223,46,22,2045,321,06,005,000401
"Census Tract 1.01, Amador County, California",3407,48606,1110,248300,378,111,33,80,1292,211,06,005,000101
"Census Tract 1.02, Amador County, California",1549,51250,1128,209400,263,50,5,10,515,66,06,005,000102
"Census Tract 3.03, Amador County, California",7373,50925,1019,235400,1015,219,166,14,2999,296,06,005,000303
"Census Tract 3.04, Amador County, California",3797,66715,1259,256200,267,135,38,0,1731,250,06,005,000304
"Census Tract 9.03, Butte County, California",6473,42031,938,244200,858,269,55,25,3676,469,06,007,000903
"Census Tract 9.04, Butte County, California",6304,79309,1200,323900,1535,495,202,155,3022,210,06,007,000904
"Census Tract 17.03, Butte County, California",2954,41875,1045,160100,277,80,30,0,1166,274,06,007,001703
"Census Tract 17.04, Butte County, California",3135,44875,850,132200,323,0,54,0,1282,201,06,007,001704
"Census Tract 26.01, Butte County, California",2175,50925,890,155800,189,60,12,0,875,55,06,007,002601
"Census Tract 26.02, Butte County, California",3481,39503,1025,173500,366,50,0,41,1319,229,06,007,002602
"Census Tract 30.01, Butte County, California",3657,32752,852,64800,103,10,0,0,1086,198,06,007,003001
"Census Tract 30.02, Butte County, California",3583,34202,986,109200,77,22,5,0,1341,231,06,007,003002
"Census Tract 35.01, Butte County, California",3274,57426,849,178700,222,22,116,0,1547,229,06,007,003501
"Census Tract 35.02, Butte County, California",4800,34576,807,134700,248,67,44,13,2166,348,06,007,003502
"Census Tract 37, Butte County, California",4760,39605,896,143200,168,32,0,7,1783,424,06,007,003700
"Census Tract 27, Butte County, California",5767,48339,851,169500,266,156,0,4,2371,134,06,007,002700
"Census Tract 34, Butte County, California",2892,42273,644,224500,241,49,43,22,1288,173,06,007,003400
"Census Tract 6.01, Butte County, California",3474,63895,1340,283400,517,265,56,59,1864,77,06,007,000601
"Census Tract 6.04, Butte County, California",4464,16691,825,266100,311,93,35,30,2454,376,06,007,000604
"Census Tract 19, Butte County, California",3394,51488,1056,200200,360,76,93,14,1393,105,06,007,001900
"Census Tract 13, Butte County, California",4091,27804,808,154200,365,99,23,34,1706,365,06,007,001300
"Census Tract 2.01, Butte County, California",4413,47083,749,227600,535,195,28,12,2516,345,06,007,000201
"Census Tract 16, Butte County, California",4653,59955,869,363900,955,413,76,135,2199,178,06,007,001600
"Census Tract 20, Butte County, California",5634,51382,1204,189900,826,189,66,9,2795,309,06,007,002000
"Census Tract 32, Butte County, California",4403,38099,981,145000,104,28,0,0,1525,344,06,007,003200
"Census Tract 33, Butte County, California",4544,41172,789,204900,319,52,41,32,1660,227,06,007,003300
"Census Tract 36, Butte County, California",3302,48977,899,166600,185,28,46,10,1586,225,06,007,003600
"Census Tract 21, Butte County, California",4516,41034,897,225600,604,100,54,38,1719,258,06,007,002100
"Census Tract 5.01, Butte County, California",3928,46331,915,353800,588,212,123,42,2219,256,06,007,000501
"Census Tract 14, Butte County, California",5625,83250,1223,426300,1026,331,198,16,2846,221,06,007,001400
"Census Tract 24, Butte County, California",5270,33954,704,176900,497,104,15,26,1753,297,06,007,002400
"Census Tract 10, Butte County, California",4407,29367,904,277000,531,39,66,8,2590,345,06,007,001000
"Census Tract 6.03, Butte County, California",3295,26432,890,268300,212,114,30,0,1423,168,06,007,000603
"Census Tract 2.02, Butte County, California",3505,31420,819,172800,417,62,83,26,1644,174,06,007,000202
"Census Tract 3, Butte County, California",4695,32156,859,176100,460,136,11,20,2057,169,06,007,000300
"Census Tract 5.02, Butte County, California",4282,17755,920,241700,281,52,26,32,2162,351,06,007,000502
"Census Tract 28, Butte County, California",3987,18792,733,116500,130,3,6,0,1388,250,06,007,002800
"Census Tract 29, Butte County, California",3349,37806,947,149300,119,0,16,2,1249,264,06,007,002900
"Census Tract 31, Butte County, California",4260,47917,1088,158600,286,92,29,0,1837,252,06,007,003100
"Census Tract 1.02, Butte County, California",4249,55641,951,233800,533,265,110,42,2098,188,06,007,000102
"Census Tract 11, Butte County, California",3914,23991,1018,243800,348,82,34,4,1881,325,06,007,001100
