,lgbm_gain,xgb_gain,cat_pvc,lgbm_gain_norm,xgb_gain_norm,cat_pvc_norm,consensus
storytypeid,0.0,3.2840692520141603,0.002169361423115,0.0,0.0025010408899218896,2.1693614231149996e-05,0.0008409115013843465
calculatedbathnbr__isna,0.0,2.736253929138184,0.0,0.0,0.0020838424639757027,0.0,0.0006946141546585676
unitcnt__isna,1.6821039199829102,2.0611620903015138,0.0186820067705782,2.35616231854676e-06,0.0015697143613641227,0.00018682006770578196,0.0005862968637961505
garagetotalsqft__isna,0.0,2.192441940307617,0.0060536910151855,0.0,0.001669692847715074,6.0536910151854997e-05,0.0005767432526223097
regionidcounty,0.0,1.5930156707763672,0.0505187570149532,0.0,0.001213189194611071,0.0005051875701495319,0.0005727922549202009
fips,2.59391393661499,1.6537333488464356,0.0221702374053185,3.6333559433519555e-06,0.0012594298137762175,0.00022170237405318496,0.0004949218479242515
yardbuildingsqft26__isna,1.1406200408935547,1.777885627746582,0.0,1.597693179479638e-06,0.0013539801725775166,0.0,0.0004518592885856654
buildingclasstypeid__isna,0.0,1.4789904594421386,0.0113062704333919,0.0,0.0011263512828179546,0.000113062704333919,0.0004131379957172912
calculatedfinishedsquarefeet__isna,2.142020034790039,1.3568081855773926,0.0,3.000377581663198e-06,0.0010333012161142922,0.0,0.00034543386456531845
basementsqft__isna,0.0,1.283566665649414,0.0033861533306211,0.0,0.0009775228441851508,3.3861533306210994e-05,0.000337128125830454
storytypeid__isna,0.0,1.218775463104248,0.0003592393458011,0.0,0.0009281799605741286,3.5923934580109995e-06,0.0003105907846773799
architecturalstyletypeid__isna,2.1386999130249023,1.2072506904602052,0.0001221193755021,2.9957270094226428e-06,0.0009194030665996406,1.2211937550209998e-06,0.00030787332912136136
finishedsquarefeet13__isna,0.0,0.8521470069885254,3.249428402830588e-05,0.0,0.000648967590252773,3.2494284028305875e-07,0.000216430844364352
taxdelinquencyflag,397.8421265602112,0.0,0.0,0.0005572667753733101,0.0,0.0,0.00018575559179110336
regionidcity__isna,0.0,0.4189094543457031,0.0,0.0,0.0003190278870796945,0.0,0.00010634262902656484
fullbathcnt__isna,0.0,0.0,0.0039387943479062,0.0,0.0,3.9387943479061994e-05,1.3129314493020665e-05
regionidcounty__isna,0.0,0.0,8.8303371589775e-05,0.0,0.0,8.830337158977499e-07,2.943445719659166e-07
roomcnt__isna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finishedsquarefeet50__isna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fips__isna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latitude__isna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
longitude__isna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taxvaluedollarcnt__isna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
regionidzip__isna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assessmentyear__isna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
propertylandusetypeid__isna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rawcensustractandblock__isna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finishedfloor1squarefeet__isna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taxamount__isna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landtaxvaluedollarcnt__isna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bathroomcnt__isna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bedroomcnt__isna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
propertycountylandusecode__isna,0.0,0.0,0.0,0.0,0.0,0.0,0.0
