iter	MAE
124	0.06010602477
125	0.06010373776
126	0.06010147228
127	0.06009981766
128	0.06009767916
129	0.06009466173
130	0.06009196048
131	0.06008871958
132	0.06008602522
133	0.06008427168
134	0.06008151028
135	0.06007960662
136	0.06007702769
137	0.06007450455
138	0.06007191561
139	0.06006893005
140	0.0600683658
141	0.06006590461
142	0.06006292623
143	0.06006015875
144	0.06005552816
145	0.06005216724
146	0.06004990703
147	0.0600473979
148	0.06004322961
149	0.06004133263
150	0.06003987606
151	0.06003753923
152	0.06003553397
153	0.06003197986
154	0.06003121475
155	0.06002895261
156	0.06002700063
157	0.06002454859
158	0.06002422078
159	0.06002188665
160	0.06001892729
161	0.06001700762
162	0.06001510178
163	0.0600135881
164	0.06001186109
165	0.06000891037
166	0.06000675936
167	0.06000516434
168	0.06000347976
169	0.06000209382
170	0.06000107064
171	0.05999874916
172	0.05999685395
173	0.05999508625
174	0.05999335524
175	0.05999056908
176	0.05998876404
177	0.05998711067
178	0.05998468031
179	0.05998295951
180	0.05998152262
181	0.05997969077
182	0.05997765002
183	0.05997632337
184	0.0599739169
185	0.05997174256
186	0.05996959951
187	0.05996804058
188	0.05996676176
189	0.05996420056
190	0.05996275375
191	0.05996159343
192	0.05995919608
193	0.05995891133
194	0.05995672064
195	0.05995349715
196	0.05995141692
197	0.05995021967
198	0.05994750387
199	0.05994634628
200	0.05994406703
201	0.05994108618
202	0.05993953791
203	0.05993763618
204	0.05993555538
205	0.05993355933
206	0.05993282962
207	0.05993151819
208	0.05993084133
209	0.05992883748
210	0.05992775525
211	0.05992636491
212	0.05992521919
213	0.05992384983
214	0.0599217593
215	0.05992030378
216	0.0599191158
217	0.05991779952
218	0.05991517967
219	0.05991389521
220	0.059912451
221	0.05991077027
222	0.059909049
223	0.05990730652
224	0.05990584828
225	0.05990397305
226	0.0599020867
227	0.05990013131
228	0.05989843744
229	0.05989779808
230	0.05989611714
231	0.05989354827
232	0.05989145954
233	0.05988953556
234	0.0598886729
235	0.05988740899
236	0.05988590893
237	0.05988478861
238	0.05988372785
239	0.05988241861
240	0.05988127383
241	0.05987955461
242	0.05987647692
243	0.05987510892
244	0.0598742947
245	0.05987227319
246	0.059871581
247	0.05987016624
248	0.05986903634
249	0.05986734913
250	0.05986527776
251	0.05986453116
252	0.05986325402
253	0.05986126594
254	0.05986032936
255	0.05985814154
256	0.0598568835
257	0.05985518138
258	0.05985486473
259	0.05985334547
260	0.05985168733
261	0.05985057038
262	0.05984866967
263	0.05984729755
264	0.05984577906
265	0.05984363099
266	0.05984211394
267	0.05984093932
268	0.0598397031
269	0.05983882236
270	0.05983769615
271	0.05983671236
272	0.05983454309
273	0.05983245262
274	0.05983061537
275	0.05982958566
276	0.05982849911
277	0.05982700142
278	0.05982625352
279	0.05982470405
280	0.05982385176
281	0.059822655
282	0.05982117022
283	0.05982108722
284	0.05981959618
285	0.05981825308
286	0.05981698714
287	0.05981652935
288	0.05981545498
289	0.05981238902
290	0.0598120127
291	0.05981103176
292	0.05980998521
293	0.05980794007
294	0.05980665768
295	0.05980547117
296	0.05980443186
297	0.05980360597
298	0.05980241441
299	0.05980154466
300	0.059800839
301	0.05979900528
302	0.05979823253
303	0.0597970187
304	0.05979631059
305	0.05979445692
306	0.05979287888
307	0.05979233315
308	0.05979130411
309	0.05978988971
310	0.05978914843
311	0.05978817297
312	0.05978762185
313	0.05978549382
314	0.05978405039
315	0.05978253331
316	0.05978135382
317	0.05978040249
318	0.05977932755
319	0.05977847375
320	0.05977765526
321	0.05977678649
322	0.05977580782
323	0.05977422141
324	0.05977311338
325	0.05977221875
326	0.05977156881
327	0.05977081895
328	0.05976926369
329	0.05976865152
330	0.05976706435
331	0.05976520229
332	0.05976424046
333	0.0597627591
334	0.05976166328
335	0.05976096931
336	0.05976051206
337	0.05975948321
338	0.05975883514
339	0.05975811417
340	0.05975624837
341	0.05975526809
342	0.05975364212
343	0.05975302139
344	0.05975207959
345	0.0597509051
346	0.05974930879
347	0.05974788493
348	0.05974715971
349	0.05974698825
350	0.05974533402
351	0.05974437062
352	0.05974311223
353	0.05974215218
354	0.05974147482
355	0.05974003479
356	0.05973982554
357	0.0597391393
358	0.05973837
359	0.05973707243
360	0.05973521832
361	0.05973438961
362	0.0597331451
363	0.05973210456
364	0.05973058857
365	0.05972960743
366	0.05972855897
367	0.05972732241
368	0.05972654698
369	0.05972557741
370	0.05972542728
371	0.05972420294
372	0.05972332873
373	0.05972281226
374	0.05972119472
375	0.05972030348
376	0.05971829319
377	0.05971683834
378	0.05971588687
379	0.05971397766
380	0.05971301601
381	0.05971196573
382	0.05971057257
383	0.05970923285
384	0.05970833098
385	0.05970708289
386	0.05970592438
387	0.05970495241
388	0.05970342434
389	0.0597019337
390	0.05969979042
391	0.05969857734
392	0.05969731895
393	0.05969625062
394	0.05969550588
395	0.05969468484
396	0.05969359905
397	0.05969259224
398	0.05969136012
399	0.05969028473
400	0.05968923615
401	0.05968853218
402	0.05968682446
403	0.05968539424
404	0.05968428064
405	0.05968313278
406	0.05968139556
407	0.05968027695
408	0.05967872383
409	0.05967772571
410	0.05967640723
411	0.05967529702
412	0.05967473165
413	0.05967392408
414	0.05967250302
415	0.05967080028
416	0.05966990008
417	0.05966863635
418	0.05966759944
419	0.05966591769
420	0.05966502824
421	0.0596639068
422	0.05966312392
423	0.05966182096
424	0.05966065235
425	0.05965987759
426	0.05965940578
427	0.05965861549
428	0.05965789961
429	0.05965680781
430	0.05965521849
431	0.05965408252
432	0.05965306726
433	0.05965241843
434	0.0596510615
435	0.05965045289
436	0.05964954263
437	0.05964754653
438	0.0596469043
439	0.0596449684
440	0.05964423251
441	0.05964200035
442	0.05964126912
443	0.05963945139
444	0.05963783328
445	0.059636584
446	0.05963593115
447	0.05963517361
448	0.05963461755
449	0.05963292617
450	0.05963215035
451	0.05963097291
452	0.05963020588
453	0.05962953293
454	0.05962872937
455	0.05962750651
456	0.05962610428
457	0.05962444134
458	0.05962288958
459	0.05961983607
460	0.05961877708
461	0.05961778072
462	0.05961699328
463	0.05961576426
464	0.0596143092
465	0.05961231919
466	0.05961128061
467	0.05961033084
468	0.05960843954
469	0.05960683281
470	0.05960506437
471	0.05960447223
472	0.05960340075
473	0.05960215889
474	0.05960072695
475	0.05959978198
476	0.05959907506
477	0.05959745036
478	0.05959663267
479	0.05959567355
480	0.05959463984
481	0.05959316816
482	0.05959150562
483	0.05959029825
484	0.05958902644
485	0.05958756935
486	0.05958621165
487	0.05958571373
488	0.05958529826
489	0.05958428665
490	0.0595832124
491	0.05958264881
492	0.05958114643
493	0.05957982084
494	0.05957899652
495	0.05957685362
496	0.0595751889
497	0.05957433557
498	0.0595728694
499	0.05957167896
500	0.05957088698
501	0.05956983705
502	0.05956880988
503	0.05956762629
504	0.05956559089
505	0.05956307305
506	0.05956215431
507	0.05956020502
508	0.05955906808
509	0.05955847606
510	0.05955697332
511	0.0595551099
512	0.05955345999
513	0.05955238012
514	0.05955151955
515	0.05955024185
516	0.05954950969
517	0.05954866176
518	0.05954778059
519	0.05954679383
520	0.05954491969
521	0.05954339969
522	0.05954202838
523	0.05954126736
524	0.05954028085
525	0.05953756433
526	0.0595351259
527	0.05953349593
528	0.0595313027
529	0.05953064837
530	0.05952832967
531	0.05952713834
532	0.05952513446
533	0.05952416339
534	0.05952211507
535	0.0595210937
536	0.05951904672
537	0.05951783654
538	0.05951724183
539	0.05951565559
540	0.05951463819
541	0.05951390478
542	0.05951299418
543	0.05951093591
544	0.05950969469
545	0.05950816448
546	0.05950628047
547	0.05950460374
548	0.05950366392
549	0.05950223412
550	0.05949992227
551	0.05949898935
552	0.05949757526
553	0.05949694078
554	0.05949486951
555	0.05949392811
556	0.0594923845
557	0.0594913998
558	0.05948995894
559	0.05948921003
560	0.05948795853
561	0.05948667273
562	0.05948553663
563	0.05948412046
564	0.05948329755
565	0.05948135863
566	0.05948068903
567	0.05947866525
568	0.059476838
569	0.05947475119
570	0.05947329906
571	0.05947115531
572	0.0594692849
573	0.05946805733
574	0.05946607275
575	0.0594650485
576	0.05946393138
577	0.05946285758
578	0.05946136609
579	0.05946056056
580	0.05945808731
581	0.05945670731
582	0.05945497128
583	0.05945445609
584	0.05945310908
585	0.05945199761
586	0.05945080794
587	0.05944989471
588	0.05944849263
589	0.05944708202
590	0.0594468415
591	0.05944569517
592	0.05944466364
593	0.05944370741
594	0.05944248147
595	0.05944120115
596	0.05943964122
597	0.05943770203
598	0.05943662546
599	0.05943536506
600	0.05943434759
601	0.05943174466
602	0.05943145753
603	0.05942874495
604	0.05942641348
605	0.0594248664
606	0.05942362616
607	0.05942244513
608	0.05942123051
609	0.05941985705
610	0.05941797017
611	0.05941710671
612	0.05941506168
613	0.05941374787
614	0.05941185706
615	0.05941151735
616	0.05940954433
617	0.05940879908
618	0.05940733614
619	0.05940567188
620	0.05940357233
621	0.05940206439
622	0.05940097399
623	0.05939937317
624	0.05939855589
625	0.05939674186
626	0.05939522936
627	0.05939366319
628	0.05939159806
629	0.05939089493
630	0.0593897513
631	0.05938811485
632	0.05938638113
633	0.05938487186
634	0.0593838266
635	0.05938309941
636	0.05938135778
637	0.05937923562
638	0.05937761586
639	0.0593770288
640	0.05937686341
641	0.05937591927
642	0.05937518886
643	0.0593741747
644	0.05937141496
645	0.05937052985
646	0.0593692328
647	0.05936772252
648	0.05936693413
649	0.05936590636
650	0.05936470055
651	0.05936391666
652	0.05936236758
653	0.05936128719
654	0.05935952786
655	0.05935880988
656	0.05935853719
657	0.05935687392
658	0.05935491105
659	0.05935333104
660	0.05935231605
661	0.05935034793
662	0.05934857851
663	0.0593473888
664	0.05934603692
665	0.05934426119
666	0.05934255713
667	0.05934068807
668	0.05933880132
669	0.05933796797
670	0.05933645944
671	0.05933568743
672	0.05933440813
673	0.05933360089
674	0.05933185174
675	0.05933039054
676	0.0593296552
677	0.05932933516
678	0.05932861127
679	0.0593283863
680	0.05932744252
681	0.05932630241
682	0.05932506886
683	0.05932347781
684	0.05932224768
685	0.05932109781
686	0.0593196191
687	0.05931832458
688	0.05931705089
689	0.05931475162
690	0.05931375076
691	0.05931196848
692	0.05930991634
693	0.05930928491
694	0.05930854985
695	0.05930730627
696	0.05930653775
697	0.05930465951
698	0.05930329736
699	0.05930189733
700	0.05930041723
701	0.05930031747
702	0.05929902115
703	0.05929890552
704	0.05929741625
705	0.05929565353
706	0.05929491648
707	0.0592938955
708	0.05929282616
709	0.05929183414
710	0.05929152398
711	0.05929069207
712	0.05929005924
713	0.05928937966
714	0.05928761831
715	0.05928692742
716	0.05928547536
717	0.0592848893
718	0.05928475053
719	0.05928386677
720	0.05928280259
721	0.0592811604
722	0.05927990709
723	0.05927982902
724	0.05927814356
725	0.05927656592
726	0.05927514839
727	0.05927430156
728	0.05927374523
729	0.05927204534
730	0.0592705884
731	0.05927047064
732	0.05926941087
733	0.05926919365
734	0.059268434
735	0.05926719283
736	0.0592659185
737	0.05926458218
738	0.05926405187
739	0.05926230357
740	0.05926129479
741	0.05926021889
742	0.05925948722
743	0.05925933961
744	0.05925783795
745	0.05925684311
746	0.05925578229
747	0.05925485972
748	0.05925248365
749	0.05925190669
750	0.05925126156
751	0.0592493213
752	0.05924842761
753	0.05924772427
754	0.05924643139
755	0.05924466473
756	0.05924377319
757	0.05924296393
758	0.0592420809
759	0.05924129091
760	0.05924066457
761	0.05924011243
762	0.05923922469
763	0.05923831935
764	0.05923668051
765	0.05923574227
766	0.0592344801
767	0.05923335435
768	0.05923144985
769	0.05923037748
770	0.05922914414
771	0.05922862437
772	0.05922687233
773	0.05922617954
774	0.05922547782
775	0.05922371483
776	0.05922147213
777	0.05922006895
778	0.05921818648
779	0.05921715001
780	0.05921570505
781	0.05921558243
782	0.05921498565
783	0.05921357471
784	0.05921298969
785	0.05921112253
786	0.05920959225
787	0.05920804572
788	0.05920722049
789	0.05920620734
790	0.05920494214
791	0.05920468394
792	0.05920354747
793	0.05920296354
794	0.05920284077
795	0.05920211303
796	0.05920087513
797	0.0591998669
798	0.05919888261
799	0.0591973226
800	0.05919714286
801	0.05919680079
802	0.05919599593
803	0.0591954064
804	0.05919445549
805	0.05919372777
806	0.05919198587
807	0.0591914941
808	0.05919046033
809	0.05918901516
810	0.05918768324
811	0.05918571268
812	0.05918474656
813	0.05918300855
814	0.05918124835
815	0.05918031436
816	0.05917885921
817	0.05917791807
818	0.05917707244
819	0.0591751536
820	0.05917377608
821	0.05917182367
822	0.05917034282
823	0.0591686195
824	0.05916779626
825	0.05916671342
826	0.05916478914
827	0.05916335462
828	0.05916163491
829	0.0591611956
830	0.05916050345
831	0.05915944482
832	0.05915871127
833	0.05915845454
834	0.05915786834
835	0.05915751023
836	0.0591562442
837	0.05915532223
838	0.05915439303
839	0.05915408369
840	0.05915395952
841	0.05915260706
842	0.0591516003
843	0.05915097731
844	0.059150805
845	0.05914983257
846	0.05914871463
847	0.05914844921
848	0.05914795888
849	0.0591472777
850	0.05914570459
851	0.05914452112
852	0.05914369204
853	0.05914244114
854	0.05914134049
855	0.05913938264
856	0.05913908689
857	0.05913766106
858	0.05913685126
859	0.05913609788
860	0.05913527194
861	0.05913472052
862	0.05913410597
863	0.05913262498
864	0.05913241658
865	0.05913101599
866	0.05913080458
867	0.05913030954
868	0.05912953886
869	0.05912781529
870	0.05912667691
871	0.05912563769
872	0.05912559389
873	0.05912484742
874	0.05912359974
875	0.05912338725
876	0.05912300843
877	0.05912094441
878	0.05912086449
879	0.05911927176
880	0.05911897648
881	0.05911854284
882	0.05911741953
883	0.05911584776
884	0.05911462078
885	0.05911362406
886	0.05911286679
887	0.05911192771
888	0.05911102836
889	0.05911016344
890	0.05910910287
891	0.05910835897
892	0.05910692001
893	0.05910613492
894	0.05910544658
895	0.05910406217
896	0.05910365903
897	0.05910282963
898	0.05910127345
899	0.05910082192
900	0.05910014086
901	0.05909982846
902	0.05909858956
903	0.05909709702
904	0.05909562358
905	0.0590934056
906	0.05909335107
907	0.05909196961
908	0.05909129236
909	0.05908953588
910	0.05908815122
911	0.05908663067
912	0.05908521152
913	0.05908401397
914	0.05908221958
915	0.05908145692
916	0.05907932202
917	0.0590788276
918	0.05907699096
919	0.05907688014
920	0.05907550617
921	0.05907515676
922	0.05907434661
923	0.059073884
924	0.05907298104
925	0.05907258846
926	0.05907143323
927	0.0590709616
928	0.05907014665
929	0.05906999638
930	0.05906891783
931	0.05906744085
932	0.05906639751
933	0.05906524161
934	0.05906396836
935	0.05906315231
936	0.05906236265
937	0.05906050021
938	0.05905927591
939	0.05905826751
940	0.05905779681
941	0.05905759657
942	0.05905687542
943	0.05905596587
944	0.05905367595
945	0.05905250637
946	0.05905213477
947	0.05905084869
948	0.05905026717
949	0.05905002741
950	0.05904916912
951	0.05904794455
952	0.05904693034
953	0.05904634072
954	0.05904467275
955	0.05904409496
956	0.05904351255
957	0.05904257689
958	0.05904098753
959	0.05903985121
960	0.05903848028
961	0.05903762732
962	0.05903682903
963	0.05903652643
964	0.05903550168
965	0.05903367881
966	0.05903248008
967	0.05903220856
968	0.05903207042
969	0.05903162249
970	0.05903101123
971	0.05903091754
972	0.05902990912
973	0.05902810387
974	0.0590271338
975	0.05902588034
976	0.05902456216
977	0.05902408998
978	0.0590239933
979	0.05902313803
980	0.05902213945
981	0.05902171788
982	0.0590208151
983	0.05902027845
984	0.05901925577
985	0.05901867826
986	0.0590171023
987	0.05901679695
988	0.05901594115
989	0.05901492832
990	0.05901425066
991	0.05901286406
992	0.05901165308
993	0.0590108132
994	0.05900978453
995	0.05900934919
996	0.05900868756
997	0.05900812195
998	0.05900696594
999	0.0590062218
1000	0.0590055656
1001	0.0590045132
1002	0.05900327562
1003	0.05900278228
1004	0.05900256847
1005	0.05900226084
1006	0.05900111925
1007	0.05900079855
1008	0.05899995645
1009	0.0589987528
1010	0.05899801916
1011	0.05899734656
1012	0.05899693487
1013	0.05899559866
1014	0.05899537305
1015	0.05899451072
1016	0.05899399778
1017	0.05899328783
1018	0.05899245746
1019	0.05899221317
1020	0.05899130734
1021	0.05899079245
1022	0.05898959688
1023	0.05898849552
1024	0.05898828558
1025	0.05898751929
1026	0.05898735051
1027	0.05898626212
1028	0.05898506159
1029	0.05898278832
1030	0.05898100342
1031	0.05898039048
1032	0.0589796229
1033	0.05897843566
1034	0.0589783724
1035	0.05897769203
1036	0.05897662874
1037	0.05897578977
1038	0.05897489225
1039	0.05897409787
1040	0.05897339665
1041	0.05897182229
1042	0.05897090517
1043	0.05897016898
1044	0.05896839522
1045	0.05896703117
1046	0.05896625361
1047	0.05896558336
1048	0.05896493994
1049	0.05896455551
1050	0.0589636932
1051	0.05896283542
1052	0.05896209174
1053	0.05896184085
1054	0.0589605724
1055	0.05895945606
1056	0.0589592445
1057	0.05895858685
1058	0.05895775397
1059	0.05895755076
1060	0.05895638719
1061	0.05895528406
1062	0.05895490473
1063	0.05895340339
1064	0.05895300616
1065	0.0589529811
1066	0.05895218162
1067	0.05895175423
1068	0.05895100861
1069	0.05895042505
1070	0.05894918866
1071	0.05894833963
1072	0.05894754078
1073	0.05894711336
1074	0.05894618643
1075	0.05894588257
1076	0.05894467723
1077	0.05894453714
1078	0.05894395437
1079	0.05894279823
1080	0.05894270225
1081	0.05894192879
1082	0.05894123907
1083	0.0589403801
1084	0.05893975837
1085	0.05893858554
1086	0.05893769795
1087	0.05893700302
1088	0.05893574209
1089	0.05893540094
1090	0.05893499518
1091	0.05893431744
1092	0.0589336608
1093	0.05893350205
1094	0.05893260227
1095	0.05893148842
1096	0.05892970924
1097	0.05892860038
1098	0.05892760213
1099	0.05892698779
1100	0.0589254386
1101	0.05892487863
1102	0.05892418076
1103	0.05892349267
1104	0.05892228896
1105	0.05892105655
1106	0.05891981055
1107	0.05891965139
1108	0.05891898905
1109	0.05891834556
1110	0.0589180751
1111	0.05891677832
1112	0.05891579917
1113	0.05891402191
1114	0.05891322093
